sell_order,case_id,type,size2,size1,size0,eva_price,tumbon,aumper,province,deed_number,pay_down,sell_table,status,max_price,announce_date,img,link,page,lat,lon,lastSta_date,lastSta_detail,bid_dates,bid_time,discount_factor,current_price,img0,timestamp,img1
28 - 1,ผบ.7178/2557,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,6.7,865200.0,บางไผ่,ภาษีเจริญ,กรุงเทพฯ,134907,50000.0,"{'1': {'date': '30/04/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '21/05/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '11/06/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '02/07/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '23/07/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '13/08/2567', 'sta': 'ถอนการยึด'}}",ปลอดการจำนอง,865200.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2567/01-2567/30/32843p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.7178&law_suit_year=2557&deed_no=134907&addrno=82,29/67,13.7418381,100.37364791,20240723.0,ถอนการยึด,"['20240430', '20240521', '20240611', '20240702', '20240723', '20240813']",5.0,0.0,865200.0,https://asset.led.go.th/PPKPicture/2567/01-2567/30/32843p.jpg,2024-07-12,
29 - 1,ผบ.384/2565,ห้องชุด,0,0,32.82,2336784.0,คลองต้นไทร,คลองสาน(บางลำภูล่าง),กรุงเทพมหานคร,"1485,24814,24815,24816",50000.0,"{'1': {'date': '28/05/2567', 'sta': 'งดขาย'}, '2': {'date': '18/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '09/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '30/07/2567', 'sta': '-'}, '5': {'date': '20/08/2567', 'sta': '-'}, '6': {'date': '10/09/2567', 'sta': '-'}}",การจำนองติดไป,2336784.0,28-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/c8-287p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.384&law_suit_year=2565&deed_no=1485,24814,24815,24816&addrno=8/287",30/67,13.7418381,100.37364791,20240730.0,-,"['20240528', '20240618', '20240709', '20240730', '20240820', '20240910']",4.0,2.0,1869427.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/c8-287p.jpg,2024-07-12,
29 - 1,ผบE.241/2566,ห้องชุด,0,0,27.21,579573.0,หิรัญรูจี,ธนบุรี,กรุงเทพฯ,6281,50000.0,"{'1': {'date': '23/04/2567', 'sta': '-'}, '2': {'date': '14/05/2567', 'sta': 'ขายได้'}, '3': {'date': '04/06/2567', 'sta': 'ขายได้'}, '4': {'date': '25/06/2567', 'sta': 'ขายได้'}, '5': {'date': '16/07/2567', 'sta': 'ขายได้'}, '6': {'date': '06/08/2567', 'sta': 'ขายได้'}}",ปลอดภาระผูกพัน,579573.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2567/01-2567/31/c645-82p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.241&law_suit_year=2566&deed_no=6281&addrno=645/82,31/67,13.7418381,100.37364791,20240716.0,ขายได้,"['20240423', '20240514', '20240604', '20240625', '20240716', '20240806']",5.0,0.0,579573.0,https://asset.led.go.th/PPKPicture/2567/01-2567/31/c645-82p.jpg,2024-07-12,
29 - 1,ผบE.6301/2564,ห้องชุด,0,0,25.29,1580625.0,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,"3097,3103",50000.0,"{'1': {'date': '18/06/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '09/07/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '30/07/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '20/08/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '10/09/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '01/10/2567', 'sta': 'ถอนการยึด'}}",การจำนองติดไป,1580625.0,23-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/28/c653-86p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.6301&law_suit_year=2564&deed_no=3097,3103&addrno=653/86",32/67,13.68878603,100.52815286,20240730.0,ถอนการยึด,"['20240618', '20240709', '20240730', '20240820', '20240910', '20241001']",3.0,0.0,1580625.0,https://asset.led.go.th/PPKPicture/2567/03-2567/28/c653-86p.jpg,2024-07-12,
29 - 1,ผบ.1147/2560,ห้องชุด,0,0,24.89,300186.0,หลักสอง,หนองแขม,กรุงเทพมหานคร,"2213,2214",25000.0,"{'1': {'date': '23/07/2567', 'sta': '-'}, '2': {'date': '13/08/2567', 'sta': '-'}, '3': {'date': '03/09/2567', 'sta': '-'}, '4': {'date': '24/09/2567', 'sta': '-'}, '5': {'date': '15/10/2567', 'sta': '-'}, '6': {'date': '05/11/2567', 'sta': '-'}}",ปลอดการจำนอง,300186.0,28-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/29/c21-523p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1147&law_suit_year=2560&deed_no=2213,2214&addrno=21/523",33/67,13.70003766,100.38329036,20240723.0,-,"['20240723', '20240813', '20240903', '20240924', '20241015', '20241105']",1.0,0.0,300186.0,https://asset.led.go.th/PPKPicture/2567/04-2567/29/c21-523p.jpg,2024-07-12,
29 - 1,ผบ.1507/2563,ห้องชุด,0,0,45.83,3134772.0,บางแคเหนือ,บางแค,กรุงเทพมหานคร,"3616,3617,3618",250000.0,"{'1': {'date': '21/05/2567', 'sta': 'งดขาย'}, '2': {'date': '11/06/2567', 'sta': '-'}, '3': {'date': '02/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '23/07/2567', 'sta': '-'}, '5': {'date': '13/08/2567', 'sta': '-'}, '6': {'date': '03/09/2567', 'sta': '-'}}",ปลอดการจำนอง,3134772.0,21-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/28/c142-697p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1507&law_suit_year=2563&deed_no=3616,3617,3618&addrno=142/697",34/67,13.91627963,100.57705346,20240723.0,-,"['20240521', '20240611', '20240702', '20240723', '20240813', '20240903']",4.0,1.0,2821294.0,https://asset.led.go.th/PPKPicture/2567/02-2567/28/c142-697p.jpg,2024-07-12,
29 - 1,ผบ.14122/2557,ห้องชุด,0,0,35.76,509625.0,บางบอน,บางขุนเทียน,กรุงเทพมหานคร,16600,50000.0,"{'1': {'date': '25/06/2567', 'sta': 'งดขาย'}, '2': {'date': '16/07/2567', 'sta': '-'}, '3': {'date': '06/08/2567', 'sta': '-'}, '4': {'date': '27/08/2567', 'sta': '-'}, '5': {'date': '17/09/2567', 'sta': '-'}, '6': {'date': '08/10/2567', 'sta': '-'}}",ปลอดการจำนอง,509625.0,30-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/29/c74-112p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.14122&law_suit_year=2557&deed_no=16600&addrno=74/112,35/67,13.67498238,100.417638,20240716.0,-,"['20240625', '20240716', '20240806', '20240827', '20240917', '20241008']",2.0,0.0,509625.0,https://asset.led.go.th/PPKPicture/2567/03-2567/29/c74-112p.jpg,2024-07-12,
29 - 1,ม.12/2566,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,8.0,592625.0,วัดกัลยาณ์,ธนบุรี,กรุงเทพฯ,3380,50000.0,"{'1': {'date': '30/04/2567', 'sta': 'ขายได้'}, '2': {'date': '21/05/2567', 'sta': 'ขายได้'}, '3': {'date': '11/06/2567', 'sta': 'ขายได้'}, '4': {'date': '02/07/2567', 'sta': 'ขายได้'}, '5': {'date': '23/07/2567', 'sta': 'ขายได้'}, '6': {'date': '13/08/2567', 'sta': 'ขายได้'}}",ปลอดภาระผูกพัน,592625.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2567/01-2567/30/3380p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1.12&law_suit_year=2566&deed_no=3380&addrno=67,36/67,13.70697893,100.47916758,20240723.0,ขายได้,"['20240430', '20240521', '20240611', '20240702', '20240723', '20240813']",5.0,0.0,592625.0,https://asset.led.go.th/PPKPicture/2567/01-2567/30/3380p.jpg,2024-07-12,
29 - 1,ผบE.1535/2566,ห้องชุด,0,0,25.17,463128.0,บางแค,บางแค,กรุงเทพมหานคร,5481,25000.0,"{'1': {'date': '20/08/2567', 'sta': '-'}, '2': {'date': '10/09/2567', 'sta': '-'}, '3': {'date': '01/10/2567', 'sta': '-'}, '4': {'date': '22/10/2567', 'sta': '-'}, '5': {'date': '12/11/2567', 'sta': '-'}, '6': {'date': '03/12/2567', 'sta': '-'}}",ปลอดการจำนอง,463128.0,26-06-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/27/c186-118p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1535&law_suit_year=2566&deed_no=5481&addrno=186/118,37/67,13.69528904,100.41287704,20240820.0,-,"['20240820', '20240910', '20241001', '20241022', '20241112', '20241203']",1.0,0.0,463128.0,https://asset.led.go.th/PPKPicture/2567/05-2567/27/c186-118p.jpg,2024-07-12,
29 - 1,ธ.1238/2548,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,26.8,940450.0,บางบอน,บางขุนเทียน,กรุงเทพมหานคร,118459,50000.0,"{'1': {'date': '30/07/2567', 'sta': 'งดขาย'}, '2': {'date': '20/08/2567', 'sta': 'งดขาย'}, '3': {'date': '10/09/2567', 'sta': 'งดขาย'}, '4': {'date': '01/10/2567', 'sta': 'งดขาย'}, '5': {'date': '22/10/2567', 'sta': 'งดขาย'}, '6': {'date': '12/11/2567', 'sta': 'งดขาย'}}",ปลอดการจำนอง,940450.0,06-06-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/30/118459p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%B8.1238&law_suit_year=2548&deed_no=118459&addrno=43/269,38/67,13.82764574,100.80877255,20240730.0,งดขาย,"['20240730', '20240820', '20240910', '20241001', '20241022', '20241112']",1.0,0.0,940450.0,https://asset.led.go.th/PPKPicture/2567/04-2567/30/118459p.jpg,2024-07-12,
29 - 1,ผบ.1602/2563,ห้องชุด,0,0,24.64,566720.0,บางบอน,บางขุนเทียน,กรุงเทพมหานคร,12251,50000.0,"{'1': {'date': '20/08/2567', 'sta': '-'}, '2': {'date': '10/09/2567', 'sta': '-'}, '3': {'date': '01/10/2567', 'sta': '-'}, '4': {'date': '22/10/2567', 'sta': '-'}, '5': {'date': '12/11/2567', 'sta': '-'}, '6': {'date': '03/12/2567', 'sta': '-'}}",ปลอดการจำนอง,566720.0,05-07-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/30/c77-636p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1602&law_suit_year=2563&deed_no=12251&addrno=77/636,39/67,13.68699776,100.43394959,20240820.0,-,"['20240820', '20240910', '20241001', '20241022', '20241112', '20241203']",1.0,0.0,566720.0,https://asset.led.go.th/PPKPicture/2567/05-2567/30/c77-636p.jpg,2024-07-12,
29 - 1,ผบ.1602/2563,ห้องชุด,0,0,24.64,566720.0,บางบอน,บางขุนเทียน,กรุงเทพมหานคร,12251,50000.0,"{'1': {'date': '20/08/2567', 'sta': '-'}, '2': {'date': '10/09/2567', 'sta': '-'}, '3': {'date': '01/10/2567', 'sta': '-'}, '4': {'date': '22/10/2567', 'sta': '-'}, '5': {'date': '12/11/2567', 'sta': '-'}, '6': {'date': '03/12/2567', 'sta': '-'}}",ปลอดการจำนอง,566720.0,05-07-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/30/c77-636p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1602&law_suit_year=2563&deed_no=12251&addrno=77/637,40/67,13.68699776,100.43394959,20240820.0,-,"['20240820', '20240910', '20241001', '20241022', '20241112', '20241203']",1.0,0.0,566720.0,https://asset.led.go.th/PPKPicture/2567/05-2567/30/c77-636p.jpg,2024-07-12,
30 - 1,ผบ.990/2560,ห้องชุด,0,0,32.12,539616.0,บางแวก,ภาษีเจริญ,กรุงเทพมหานคร,"1103,133160,133161,133162,133163,133164,133815",50000.0,"{'1': {'date': '30/07/2567', 'sta': '-'}, '2': {'date': '20/08/2567', 'sta': '-'}, '3': {'date': '10/09/2567', 'sta': '-'}, '4': {'date': '01/10/2567', 'sta': '-'}, '5': {'date': '22/10/2567', 'sta': '-'}, '6': {'date': '12/11/2567', 'sta': '-'}}",ปลอดการจำนอง,539616.0,31-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/30/c103-210p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.990&law_suit_year=2560&deed_no=1103,133160,133161,133162,133163,133164,133815&addrno=103/210",41/67,13.73742645,100.43741286,20240730.0,-,"['20240730', '20240820', '20240910', '20241001', '20241022', '20241112']",1.0,0.0,539616.0,https://asset.led.go.th/PPKPicture/2567/04-2567/30/c103-210p.jpg,2024-07-12,
30 - 1,ผบE.2179/2564,ห้องชุด,0,0,28.16,419584.0,บางบอน,บางขุนเทียน,กรุงเทพมหานคร,16600,25000.0,"{'1': {'date': '23/07/2567', 'sta': '-'}, '2': {'date': '13/08/2567', 'sta': '-'}, '3': {'date': '03/09/2567', 'sta': '-'}, '4': {'date': '24/09/2567', 'sta': '-'}, '5': {'date': '15/10/2567', 'sta': '-'}, '6': {'date': '05/11/2567', 'sta': '-'}}",ปลอดการจำนอง,419584.0,30-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/29/c74-48p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.2179&law_suit_year=2564&deed_no=16600&addrno=74/48,42/67,13.67498238,100.417638,20240723.0,-,"['20240723', '20240813', '20240903', '20240924', '20241015', '20241105']",1.0,0.0,419584.0,https://asset.led.go.th/PPKPicture/2567/04-2567/29/c74-48p.jpg,2024-07-12,
30 - 1,ผบE.468/2564,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,30.0,838080.0,บางค้อ,จอมทอง,กรุงเทพมหานคร,1157,50000.0,"{'1': {'date': '25/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '16/07/2567', 'sta': '-'}, '3': {'date': '06/08/2567', 'sta': '-'}, '4': {'date': '27/08/2567', 'sta': '-'}, '5': {'date': '17/09/2567', 'sta': '-'}, '6': {'date': '08/10/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,838080.0,30-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/29/1157p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.468&law_suit_year=2564&deed_no=1157&addrno=9%A2,43/67,13.69311693,100.47532785,20240716.0,-,"['20240625', '20240716', '20240806', '20240827', '20240917', '20241008']",2.0,1.0,754272.0,https://asset.led.go.th/PPKPicture/2567/03-2567/29/1157p.jpg,2024-07-12,
30 - 1,ผบE.167/2565,ห้องชุด,0,0,30.4,367840.0,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,133716,25000.0,"{'1': {'date': '20/08/2567', 'sta': '-'}, '2': {'date': '10/09/2567', 'sta': '-'}, '3': {'date': '01/10/2567', 'sta': '-'}, '4': {'date': '22/10/2567', 'sta': '-'}, '5': {'date': '12/11/2567', 'sta': '-'}, '6': {'date': '03/12/2567', 'sta': '-'}}",ปลอดการจำนอง,367840.0,26-06-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/27/c158-194p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.167&law_suit_year=2565&deed_no=133716&addrno=158/194,44/67,13.6568037,100.42249116,20240820.0,-,"['20240820', '20240910', '20241001', '20241022', '20241112', '20241203']",1.0,0.0,367840.0,https://asset.led.go.th/PPKPicture/2567/05-2567/27/c158-194p.jpg,2024-07-12,
30 - 1,ผบ.3794/2562,ห้องชุด,0,0,28.5,940500.0,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,1265,50000.0,"{'1': {'date': '28/05/2567', 'sta': 'งดขาย'}, '2': {'date': '18/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '09/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '30/07/2567', 'sta': '-'}, '5': {'date': '20/08/2567', 'sta': '-'}, '6': {'date': '10/09/2567', 'sta': '-'}}",ปลอดการจำนอง,940500.0,28-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/c16-51p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3794&law_suit_year=2562&deed_no=1265&addrno=16/51,45/67,13.66063258,100.42729691,20240730.0,-,"['20240528', '20240618', '20240709', '20240730', '20240820', '20240910']",4.0,2.0,752400.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/c16-51p.jpg,2024-07-12,
30 - 1,ผบE.999/2565,ห้องชุด,0,0,33.98,404362.0,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,"160923,160924,160928,168276,168278,168279",25000.0,"{'1': {'date': '21/05/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '11/06/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '02/07/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '23/07/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '13/08/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '03/09/2567', 'sta': 'ถอนการยึด'}}",ปลอดภาระผูกพัน,404362.0,21-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/28/c38-21p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.999&law_suit_year=2565&deed_no=160923,160924,160928,168276,168278,168279&addrno=38/21",46/67,13.64172816,100.45320901,20240723.0,ถอนการยึด,"['20240521', '20240611', '20240702', '20240723', '20240813', '20240903']",4.0,0.0,404362.0,https://asset.led.go.th/PPKPicture/2567/02-2567/28/c38-21p.jpg,2024-07-12,
30 - 1,ผบ.1031/2561,ห้องชุด,0,0,25.88,870034.0,บางจาก,ภาษีเจริญ,กรุงเทพฯ,2309,50000.0,"{'1': {'date': '23/04/2567', 'sta': 'ขายได้'}, '2': {'date': '14/05/2567', 'sta': 'ขายได้'}, '3': {'date': '04/06/2567', 'sta': 'ขายได้'}, '4': {'date': '25/06/2567', 'sta': 'ขายได้'}, '5': {'date': '16/07/2567', 'sta': 'ขายได้'}, '6': {'date': '06/08/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,870034.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2567/01-2567/31/c145-86p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1031&law_suit_year=2561&deed_no=2309&addrno=145/86,47/67,13.73112118,100.45836916,20240716.0,ขายได้,"['20240423', '20240514', '20240604', '20240625', '20240716', '20240806']",5.0,0.0,870034.0,https://asset.led.go.th/PPKPicture/2567/01-2567/31/c145-86p.jpg,2024-07-12,
30 - 1,ผบE.1109/2566,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,17.6,734440.0,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,121416,50000.0,"{'1': {'date': '18/06/2567', 'sta': '-'}, '2': {'date': '09/07/2567', 'sta': 'เจ้าพนักงานงดขาย'}, '3': {'date': '30/07/2567', 'sta': '-'}, '4': {'date': '20/08/2567', 'sta': '-'}, '5': {'date': '10/09/2567', 'sta': '-'}, '6': {'date': '01/10/2567', 'sta': '-'}}",ปลอดการจำนอง,734440.0,23-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/28/121416p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1109&law_suit_year=2566&deed_no=121416&addrno=19,48/67,13.65069678,100.44817457,20240730.0,-,"['20240618', '20240709', '20240730', '20240820', '20240910', '20241001']",3.0,0.0,734440.0,https://asset.led.go.th/PPKPicture/2567/03-2567/28/121416p.jpg,2024-07-12,
30 - 1,ผบE.2872/2566,ห้องชุด,0,0,38.98,658762.0,บางแวก,ภาษีเจริญ,กรุงเทพฯ,"1103,133160,133161,133162,133163,133164,133815",50000.0,"{'1': {'date': '30/04/2567', 'sta': 'งดขาย'}, '2': {'date': '21/05/2567', 'sta': 'งดขาย'}, '3': {'date': '11/06/2567', 'sta': 'งดขาย'}, '4': {'date': '02/07/2567', 'sta': 'งดขาย'}, '5': {'date': '23/07/2567', 'sta': 'งดขาย'}, '6': {'date': '13/08/2567', 'sta': 'งดขาย'}}",ปลอดการจำนอง,658762.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2567/01-2567/30/c101-63p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.2872&law_suit_year=2566&deed_no=1103,133160,133161,133162,133163,133164,133815&addrno=101/63",49/67,13.73742645,100.43741286,20240723.0,งดขาย,"['20240430', '20240521', '20240611', '20240702', '20240723', '20240813']",5.0,0.0,658762.0,https://asset.led.go.th/PPKPicture/2567/01-2567/30/c101-63p.jpg,2024-07-12,
31 - 1,ผบE.5566/2564,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,60.0,3520053.75,ทุ่งครุ,ทุ่งครุ,กรุงเทพฯ,14317,50000.0,"{'1': {'date': '30/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '21/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '11/06/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '02/07/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '23/07/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '13/08/2567', 'sta': 'ถอนการยึด'}}",การจำนองติดไป,3520053.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2567/01-2567/30/14317p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.5566&law_suit_year=2564&deed_no=14317&addrno=88/14,50/67,13.62226092,100.4879926,20240723.0,ถอนการยึด,"['20240430', '20240521', '20240611', '20240702', '20240723', '20240813']",5.0,2.0,2816042.0,https://asset.led.go.th/PPKPicture/2567/01-2567/30/14317p.jpg,2024-07-12,
31 - 1,พ.2959/2549,ห้องชุด,0,0,25.92,246240.0,บางบอน,บางขุนเทียน,กรุงเทพมหานคร,129852,25000.0,"{'1': {'date': '21/05/2567', 'sta': 'งดขาย'}, '2': {'date': '11/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '02/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '23/07/2567', 'sta': '-'}, '5': {'date': '13/08/2567', 'sta': '-'}, '6': {'date': '03/09/2567', 'sta': '-'}}",ปลอดการจำนอง,246240.0,21-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/28/c99-259p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BE.2959&law_suit_year=2549&deed_no=129852&addrno=99/259,1/68,13.66581321,100.41935762,20240723.0,-,"['20240521', '20240611', '20240702', '20240723', '20240813', '20240903']",4.0,2.0,196992.0,https://asset.led.go.th/PPKPicture/2567/02-2567/28/c99-259p.jpg,2024-07-12,
31 - 1,ผบE.3135/2565,ห้องชุด,0,0,28.5,934800.0,แสมดำ,บางขุนเทียน,กรุงเทพฯ,1265,50000.0,"{'1': {'date': '23/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '14/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '04/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '25/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '16/07/2567', 'sta': '-'}, '6': {'date': '06/08/2567', 'sta': '-'}}",ปลอดการจำนอง,934800.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2567/01-2567/31/c14-5p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.3135&law_suit_year=2565&deed_no=1265&addrno=14/5,2/68,13.66063258,100.42729691,20240716.0,-,"['20240423', '20240514', '20240604', '20240625', '20240716', '20240806']",5.0,4.0,654360.0,https://asset.led.go.th/PPKPicture/2567/01-2567/31/c14-5p.jpg,2024-07-12,
31 - 1,ผบE.4802/2566,ห้องชุด,0,0,37.17,702513.0,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,"137054, 137057",50000.0,"{'1': {'date': '30/07/2567', 'sta': '-'}, '2': {'date': '20/08/2567', 'sta': '-'}, '3': {'date': '10/09/2567', 'sta': '-'}, '4': {'date': '01/10/2567', 'sta': '-'}, '5': {'date': '22/10/2567', 'sta': '-'}, '6': {'date': '12/11/2567', 'sta': '-'}}",ปลอดการจำนอง,702513.0,31-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/30/c176-713p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.4802&law_suit_year=2566&deed_no=137054,%20137057&addrno=176/713",3/68,13.6580801,100.42449191,20240730.0,-,"['20240730', '20240820', '20240910', '20241001', '20241022', '20241112']",1.0,0.0,702513.0,https://asset.led.go.th/PPKPicture/2567/04-2567/30/c176-713p.jpg,2024-07-12,
31 - 1,ผบ.5078/2562,ห้องชุด,0,0,26.28,578160.0,บางยี่เรือ,บางกอกใหญ่,กรุงเทพมหานคร,"1019,28643",50000.0,"{'1': {'date': '28/05/2567', 'sta': 'งดขาย'}, '2': {'date': '18/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '09/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '30/07/2567', 'sta': '-'}, '5': {'date': '20/08/2567', 'sta': '-'}, '6': {'date': '10/09/2567', 'sta': '-'}}",ปลอดการจำนอง,578160.0,28-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/c100-195p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.5078&law_suit_year=2562&deed_no=1019,28643&addrno=100/195",4/68,13.69974863,100.46615036,20240730.0,-,"['20240528', '20240618', '20240709', '20240730', '20240820', '20240910']",4.0,2.0,462528.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/c100-195p.jpg,2024-07-12,
31 - 1,ผบ.5611/2556,ห้องชุด,0,0,24.89,308448.0,หลักสอง,หนองแขม,กรุงเทพมหานคร,"2213,2214",25000.0,"{'1': {'date': '20/08/2567', 'sta': '-'}, '2': {'date': '10/09/2567', 'sta': '-'}, '3': {'date': '01/10/2567', 'sta': '-'}, '4': {'date': '22/10/2567', 'sta': '-'}, '5': {'date': '12/11/2567', 'sta': '-'}, '6': {'date': '03/12/2567', 'sta': '-'}}",ปลอดการจำนอง,308448.0,26-06-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/27/c21-506p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.5611&law_suit_year=2556&deed_no=2213,2214&addrno=21/506",5/68,13.70003766,100.38329036,20240820.0,-,"['20240820', '20240910', '20241001', '20241022', '20241112', '20241203']",1.0,0.0,308448.0,https://asset.led.go.th/PPKPicture/2567/05-2567/27/c21-506p.jpg,2024-07-12,
