sell_order,case_id,type,size2,size1,size0,eva_price,tumbon,aumper,province,deed_number,pay_down,sell_table,status,max_price,announce_date,img,link,page,lat,lon,lastSta_date,lastSta_detail,bid_dates,bid_time,discount_factor,current_price,img0,timestamp,img1
31 - 1,ผบ.2671/2563,ห้องชุด,0,0,25.97,277879.0,บางบอน,บางขุนเทียน,กรุงเทพมหานคร,129857,25000.0,"{'1': {'date': '23/07/2567', 'sta': '-'}, '2': {'date': '13/08/2567', 'sta': '-'}, '3': {'date': '03/09/2567', 'sta': '-'}, '4': {'date': '24/09/2567', 'sta': '-'}, '5': {'date': '15/10/2567', 'sta': '-'}, '6': {'date': '05/11/2567', 'sta': '-'}}",ปลอดการจำนอง,277879.0,28-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/29/c91-122p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.2671&law_suit_year=2563&deed_no=129857&addrno=91/122,6/68,13.66481811,100.41946761,20240723.0,-,"['20240723', '20240813', '20240903', '20240924', '20241015', '20241105']",1.0,0.0,277879.0,https://asset.led.go.th/PPKPicture/2567/04-2567/29/c91-122p.jpg,2024-07-12,
31 - 1,ผบ.1180/2562,ห้องชุด,0,0,28.5,940500.0,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,1265,50000.0,"{'1': {'date': '20/08/2567', 'sta': '-'}, '2': {'date': '10/09/2567', 'sta': '-'}, '3': {'date': '01/10/2567', 'sta': '-'}, '4': {'date': '22/10/2567', 'sta': '-'}, '5': {'date': '12/11/2567', 'sta': '-'}, '6': {'date': '03/12/2567', 'sta': '-'}}",ปลอดการจำนอง,940500.0,05-07-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/30/c20-41p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1180&law_suit_year=2562&deed_no=1265&addrno=20/41,7/68,13.66063258,100.42729691,20240820.0,-,"['20240820', '20240910', '20241001', '20241022', '20241112', '20241203']",1.0,0.0,940500.0,https://asset.led.go.th/PPKPicture/2567/05-2567/30/c20-41p.jpg,2024-07-12,
31 - 1,ผบ.325/2566,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,17.0,917176.0,บางบอน,บางขุนเทียน,กรุงเทพมหานคร,118285,50000.0,"{'1': {'date': '18/06/2567', 'sta': 'ขายได้'}, '2': {'date': '09/07/2567', 'sta': 'ขายได้'}, '3': {'date': '30/07/2567', 'sta': 'ขายได้'}, '4': {'date': '20/08/2567', 'sta': 'ขายได้'}, '5': {'date': '10/09/2567', 'sta': 'ขายได้'}, '6': {'date': '01/10/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,917176.0,23-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/28/118285p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.325&law_suit_year=2566&deed_no=118285&addrno=70%20(%E0%B4%D4%C1%2043/95),8/68,13.68581322,100.42906058,20240730.0,ขายได้,"['20240618', '20240709', '20240730', '20240820', '20240910', '20241001']",3.0,0.0,917176.0,https://asset.led.go.th/PPKPicture/2567/03-2567/28/118285p.jpg,2024-07-12,
31 - 1,ผบ.2088/2559,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,16.2,661028.0,บางหว้า,ภาษีเจริญ,กรุงเทพมหานคร,120722,50000.0,"{'1': {'date': '25/06/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '16/07/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '06/08/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '27/08/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '17/09/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '08/10/2567', 'sta': 'ถอนการยึด'}}",ปลอดการจำนอง,661028.0,26-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/29/120722p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.2088&law_suit_year=2559&deed_no=120722&addrno=229%20(%E0%B4%D4%C1%2099/463),9/68,13.6928,100.43392832,20240716.0,ถอนการยึด,"['20240625', '20240716', '20240806', '20240827', '20240917', '20241008']",2.0,0.0,661028.0,https://asset.led.go.th/PPKPicture/2567/03-2567/29/120722p.jpg,2024-07-12,
32 - 1,ธ.1051/2551,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,30.0,584505.0,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพฯ,15066,50000.0,"{'1': {'date': '23/04/2567', 'sta': '-'}, '2': {'date': '14/05/2567', 'sta': 'งดขาย'}, '3': {'date': '04/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '25/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '16/07/2567', 'sta': '-'}, '6': {'date': '06/08/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,584505.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2567/01-2567/31/15066p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%B8.1051&law_suit_year=2551&deed_no=15066&addrno=366/1,10/68,13.66990428,100.51506193,20240716.0,-,"['20240423', '20240514', '20240604', '20240625', '20240716', '20240806']",5.0,2.0,467604.0,https://asset.led.go.th/PPKPicture/2567/01-2567/31/15066p.jpg,2024-07-12,
32 - 1,ผบE.925/2565,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,25.5,986850.0,บางบอน,บางบอน,กรุงเทพมหานคร,2542,50000.0,"{'1': {'date': '18/06/2567', 'sta': 'งดขาย'}, '2': {'date': '09/07/2567', 'sta': 'ขายได้'}, '3': {'date': '30/07/2567', 'sta': 'ขายได้'}, '4': {'date': '20/08/2567', 'sta': 'ขายได้'}, '5': {'date': '10/09/2567', 'sta': 'ขายได้'}, '6': {'date': '01/10/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,986850.0,23-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/28/2542p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.925&law_suit_year=2565&deed_no=2542&addrno=1970%20(%E0%B4%D4%C1%20104/1225),11/68,13.7912238,100.56303264,20240730.0,ขายได้,"['20240618', '20240709', '20240730', '20240820', '20240910', '20241001']",3.0,0.0,986850.0,https://asset.led.go.th/PPKPicture/2567/03-2567/28/2542p.jpg,2024-07-12,
32 - 1,ผบE.2400/2566,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,25.0,548400.0,บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,62049,50000.0,"{'1': {'date': '20/08/2567', 'sta': '-'}, '2': {'date': '10/09/2567', 'sta': '-'}, '3': {'date': '01/10/2567', 'sta': '-'}, '4': {'date': '22/10/2567', 'sta': '-'}, '5': {'date': '12/11/2567', 'sta': '-'}, '6': {'date': '03/12/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,548400.0,05-07-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/30/62049p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.2400&law_suit_year=2566&deed_no=62049&addrno=215/1,12/68,13.66866793,100.49895919,20240820.0,-,"['20240820', '20240910', '20241001', '20241022', '20241112', '20241203']",1.0,0.0,548400.0,https://asset.led.go.th/PPKPicture/2567/05-2567/30/62049p.jpg,2024-07-12,
32 - 1,มย.82/2565,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,59.3,897296.0,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,30409,100000.0,"{'1': {'date': '30/07/2567', 'sta': '-'}, '2': {'date': '20/08/2567', 'sta': '-'}, '3': {'date': '10/09/2567', 'sta': '-'}, '4': {'date': '01/10/2567', 'sta': '-'}, '5': {'date': '22/10/2567', 'sta': '-'}, '6': {'date': '12/11/2567', 'sta': '-'}}",ปลอดการจำนอง,897296.0,31-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/30/30409p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.82&law_suit_year=2565&deed_no=30409&addrno=175,13/68,13.59868316,100.40155454,20240730.0,-,"['20240730', '20240820', '20240910', '20241001', '20241022', '20241112']",1.0,0.0,897296.0,https://asset.led.go.th/PPKPicture/2567/04-2567/30/30409p.jpg,2024-07-12,
32 - 1,ผบ.10901/2562,ห้องชุด,0,0,27.8,411440.0,บางบอน,บางขุนเทียน,กรุงเทพมหานคร,16600,25000.0,"{'1': {'date': '23/07/2567', 'sta': '-'}, '2': {'date': '13/08/2567', 'sta': '-'}, '3': {'date': '03/09/2567', 'sta': '-'}, '4': {'date': '24/09/2567', 'sta': '-'}, '5': {'date': '15/10/2567', 'sta': '-'}, '6': {'date': '05/11/2567', 'sta': '-'}}",ปลอดการจำนอง,411440.0,28-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/29/c74-19p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.10901&law_suit_year=2562&deed_no=16600&addrno=74/19,14/68,13.67498238,100.417638,20240723.0,-,"['20240723', '20240813', '20240903', '20240924', '20241015', '20241105']",1.0,0.0,411440.0,https://asset.led.go.th/PPKPicture/2567/04-2567/29/c74-19p.jpg,2024-07-12,
32 - 1,ผบE.2220/2565,ห้องชุด,0,0,29.05,854070.0,บางจาก,ภาษีเจริญ,กรุงเทพมหานคร,2309,50000.0,"{'1': {'date': '28/05/2567', 'sta': 'งดขาย'}, '2': {'date': '18/06/2567', 'sta': 'งดขาย'}, '3': {'date': '09/07/2567', 'sta': 'ขายได้'}, '4': {'date': '30/07/2567', 'sta': 'ขายได้'}, '5': {'date': '20/08/2567', 'sta': 'ขายได้'}, '6': {'date': '10/09/2567', 'sta': 'ขายได้'}}",ปลอดการจำนอง,854070.0,28-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/c145-55p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.2220&law_suit_year=2565&deed_no=2309&addrno=145/55,15/68,13.73112118,100.45836916,20240730.0,ขายได้,"['20240528', '20240618', '20240709', '20240730', '20240820', '20240910']",4.0,0.0,854070.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/c145-55p.jpg,2024-07-12,
32 - 1,ผบE.706/2566,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,31.3,1773467.5,แสมดำ,บางขุนเทียน,กรุงเทพฯ,143333,50000.0,"{'1': {'date': '30/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '21/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '11/06/2567', 'sta': 'ขายได้'}, '4': {'date': '02/07/2567', 'sta': 'ขายได้'}, '5': {'date': '23/07/2567', 'sta': 'ขายได้'}, '6': {'date': '13/08/2567', 'sta': 'ขายได้'}}",การจำนองติดไป,1773467.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2567/01-2567/30/143333p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.706&law_suit_year=2566&deed_no=143333&addrno=11,16/68,13.62226092,100.4879926,20240723.0,ขายได้,"['20240430', '20240521', '20240611', '20240702', '20240723', '20240813']",5.0,2.0,1418773.0,https://asset.led.go.th/PPKPicture/2567/01-2567/30/143333p.jpg,2024-07-12,
32 - 1,ผบE.1710/2565,ห้องชุด,0,0,26.86,421702.0,บางมด,จอมทอง,กรุงเทพมหานคร,120,10000.0,"{'1': {'date': '25/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '16/07/2567', 'sta': '-'}, '3': {'date': '06/08/2567', 'sta': '-'}, '4': {'date': '27/08/2567', 'sta': '-'}, '5': {'date': '17/09/2567', 'sta': '-'}, '6': {'date': '08/10/2567', 'sta': '-'}}",การจำนองติดไป,421702.0,30-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/29/c87-185p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.1710&law_suit_year=2565&deed_no=120&addrno=87/185,17/68,13.67195548,100.46661579,20240716.0,-,"['20240625', '20240716', '20240806', '20240827', '20240917', '20241008']",2.0,1.0,379531.0,https://asset.led.go.th/PPKPicture/2567/03-2567/29/c87-185p.jpg,2024-07-12,
32 - 1,ผบE.6987/2565,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,60.0,1548225.0,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,37827,25000.0,"{'1': {'date': '20/08/2567', 'sta': 'ถอนการยึด'}, '2': {'date': '10/09/2567', 'sta': 'ถอนการยึด'}, '3': {'date': '01/10/2567', 'sta': 'ถอนการยึด'}, '4': {'date': '22/10/2567', 'sta': 'ถอนการยึด'}, '5': {'date': '12/11/2567', 'sta': 'ถอนการยึด'}, '6': {'date': '03/12/2567', 'sta': 'ถอนการยึด'}}",การจำนองติดไป,1548225.0,26-06-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/27/37827p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.6987&law_suit_year=2565&deed_no=37827&addrno=182/2,184",18/68,13.67376058,100.52040466,20240820.0,ถอนการยึด,"['20240820', '20240910', '20241001', '20241022', '20241112', '20241203']",1.0,0.0,1548225.0,https://asset.led.go.th/PPKPicture/2567/05-2567/27/37827p.jpg,2024-07-12,
32 - 1,ผบE.2225/2565,ห้องชุด,0,0,30.83,425454.0,บางแค(หลักสอง)บางแค,ภาษีเจริญ,กรุงเทพมหานคร,"4702,7818,62892",25000.0,"{'1': {'date': '21/05/2567', 'sta': 'งดขาย'}, '2': {'date': '11/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '02/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '23/07/2567', 'sta': '-'}, '5': {'date': '13/08/2567', 'sta': '-'}, '6': {'date': '03/09/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,425454.0,21-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/28/c609-101p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.2225&law_suit_year=2565&deed_no=4702,7818,62892&addrno=609/101",19/68,13.70548931,100.39035813,20240723.0,-,"['20240521', '20240611', '20240702', '20240723', '20240813', '20240903']",4.0,2.0,340363.0,https://asset.led.go.th/PPKPicture/2567/02-2567/28/c609-101p.jpg,2024-07-12,
33 - 1,ผบ.3104/2556,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,30.0,539880.0,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพฯ,34358,50000.0,"{'1': {'date': '30/04/2567', 'sta': 'งดขาย'}, '2': {'date': '21/05/2567', 'sta': 'งดขาย'}, '3': {'date': '11/06/2567', 'sta': 'งดขาย'}, '4': {'date': '02/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '23/07/2567', 'sta': '-'}, '6': {'date': '13/08/2567', 'sta': '-'}}",ปลอดภาระผูกพัน,539880.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2567/01-2567/30/34358p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.3104&law_suit_year=2556&deed_no=34358&addrno=56/18,20/68,13.66937546,100.51008174,20240723.0,-,"['20240430', '20240521', '20240611', '20240702', '20240723', '20240813']",5.0,1.0,485892.0,https://asset.led.go.th/PPKPicture/2567/01-2567/30/34358p.jpg,2024-07-12,
33 - 1,ผบ.1749/2559,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,18.0,948720.0,หลักสอง,หนองแขม,กรุงเทพฯ,88317,50000.0,"{'1': {'date': '23/04/2567', 'sta': '-'}, '2': {'date': '14/05/2567', 'sta': 'ขายได้'}, '3': {'date': '04/06/2567', 'sta': 'ขายได้'}, '4': {'date': '25/06/2567', 'sta': 'ขายได้'}, '5': {'date': '16/07/2567', 'sta': 'ขายได้'}, '6': {'date': '06/08/2567', 'sta': 'ขายได้'}}",ปลอดภาระผูกพัน,948720.0,06-03-2567,['https://asset.led.go.th/PPKPicture/2567/01-2567/31/88317p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.1749&law_suit_year=2559&deed_no=88317&addrno=26%20(731),21/68,13.85335213,100.86543162,20240716.0,ขายได้,"['20240423', '20240514', '20240604', '20240625', '20240716', '20240806']",5.0,0.0,948720.0,https://asset.led.go.th/PPKPicture/2567/01-2567/31/88317p.jpg,2024-07-12,
33 - 1,ผบ.6373/2559,ห้องชุด,0,0,27.03,310845.0,จอมทอง,จอมทอง,กรุงเทพมหานคร,"1398,1399,1400,1401,1402",25000.0,"{'1': {'date': '21/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '11/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '02/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '23/07/2567', 'sta': '-'}, '5': {'date': '13/08/2567', 'sta': '-'}, '6': {'date': '03/09/2567', 'sta': '-'}}",ปลอดการจำนอง,310845.0,21-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/28/c82-133p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.6373&law_suit_year=2559&deed_no=1398,1399,1400,1401,1402&addrno=82/133",22/68,13.69312323,100.46299887,20240723.0,-,"['20240521', '20240611', '20240702', '20240723', '20240813', '20240903']",4.0,3.0,217591.0,https://asset.led.go.th/PPKPicture/2567/02-2567/28/c82-133p.jpg,2024-07-12,
33 - 1,ผบ.127/2566,ที่ดินพร้อมสิ่งปลูกสร้าง,0,0,16.4,966080.0,หลักสอง,หนองแขม,กรุงเทพมหานคร,117556,50000.0,"{'1': {'date': '20/08/2567', 'sta': '-'}, '2': {'date': '10/09/2567', 'sta': '-'}, '3': {'date': '01/10/2567', 'sta': '-'}, '4': {'date': '22/10/2567', 'sta': '-'}, '5': {'date': '12/11/2567', 'sta': '-'}, '6': {'date': '03/12/2567', 'sta': '-'}}",ปลอดการจำนอง,966080.0,26-06-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/27/117556p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BA.127&law_suit_year=2566&deed_no=117556&addrno=999/22,23/68,13.8993492,100.86749821,20240820.0,-,"['20240820', '20240910', '20241001', '20241022', '20241112', '20241203']",1.0,0.0,966080.0,https://asset.led.go.th/PPKPicture/2567/05-2567/27/117556p.jpg,2024-07-12,
33 - 1,7894/2540,ห้องชุด,0,0,20.8,301600.0,บางบอน,บางขุนเทียน,กรุงเทพมหานคร,"25544, 67170-67177",10000.0,"{'1': {'date': '25/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '16/07/2567', 'sta': '-'}, '3': {'date': '06/08/2567', 'sta': '-'}, '4': {'date': '27/08/2567', 'sta': '-'}, '5': {'date': '17/09/2567', 'sta': '-'}, '6': {'date': '08/10/2567', 'sta': '-'}}",ปลอดการจำนอง,301600.0,30-04-2567,['https://asset.led.go.th/PPKPicture/2567/03-2567/29/c91-158p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=7894&law_suit_year=2540&deed_no=25544,%2067170-67177&addrno=91/158",24/68,13.67500577,100.43004937,20240716.0,-,"['20240625', '20240716', '20240806', '20240827', '20240917', '20241008']",2.0,1.0,271440.0,https://asset.led.go.th/PPKPicture/2567/03-2567/29/c91-158p.jpg,2024-07-12,
